epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,1.765079221089681,1.696717157431528,0.31044444444444447,0.33556268253224963,0.0001,32,64,0.1,0.0001,cross_entropy
2,1.6889506644142998,1.666818285664768,0.3523611111111111,0.3572303923309272,0.0001,32,64,0.1,0.0001,cross_entropy
3,1.661772950914171,1.6446787068184385,0.3650555555555556,0.36299280367844494,0.0001,32,64,0.1,0.0001,cross_entropy
4,1.6428071189456517,1.6351213708836982,0.37466666666666665,0.3707498958770265,0.0001,32,64,0.1,0.0001,cross_entropy
5,1.625217468685574,1.6245177857419277,0.38308333333333333,0.37831143115429167,0.0001,32,64,0.1,0.0001,cross_entropy
6,1.6099017803404065,1.6269641793366019,0.38963888888888887,0.37008500226000524,0.0001,32,64,0.1,0.0001,cross_entropy
7,1.5985175145467123,1.6193284024583532,0.39319444444444446,0.3803321860783489,0.0001,32,64,0.1,0.0001,cross_entropy
8,1.5841275233162775,1.6213903038214283,0.39755555555555555,0.3814142680337243,0.0001,32,64,0.1,0.0001,cross_entropy
9,1.5752349016401503,1.6186192238584478,0.40202777777777776,0.3852080726031716,0.0001,32,64,0.1,0.0001,cross_entropy
10,1.5628627569410536,1.618887720378578,0.40608333333333335,0.3820530873663882,0.0001,32,64,0.1,0.0001,cross_entropy
11,1.5512649020089044,1.6248205807192106,0.4116944444444444,0.3857947435784847,0.0001,32,64,0.1,0.0001,cross_entropy
12,1.5411696785820854,1.6271315043699657,0.41675,0.37737275776288187,0.0001,32,64,0.1,0.0001,cross_entropy
