epoch,train_loss,val_loss,train_accuracy,val_accuracy,learning_rate,rank,lora_alpha,lora_dropout,weight_decay,loss_function
1,1.7830350845124987,1.7248098977068638,0.29841666666666666,0.3215999165748028,0.0001,16,32,0.1,0.0001,cross_entropy
2,1.7041501091851128,1.677011307249678,0.34352777777777777,0.3501642680337243,0.0001,16,32,0.1,0.0001,cross_entropy
3,1.6752764534420437,1.6579673653798745,0.35630555555555554,0.35856017956496977,0.0001,16,32,0.1,0.0001,cross_entropy
4,1.6554438808229235,1.6443974143224405,0.36719444444444443,0.3581429914379796,0.0001,16,32,0.1,0.0001,cross_entropy
5,1.643642437722948,1.6383960458403783,0.3701111111111111,0.35878181077064353,0.0001,16,32,0.1,0.0001,cross_entropy
6,1.6283536508348253,1.6330689191818237,0.3790277777777778,0.3621062788557499,0.0001,16,32,0.1,0.0001,cross_entropy
7,1.6203065524631077,1.635099933502522,0.37958333333333333,0.36814246976629217,0.0001,16,32,0.1,0.0001,cross_entropy
8,1.6080797514385647,1.630406175944822,0.3883333333333333,0.3694722570003347,0.0001,16,32,0.1,0.0001,cross_entropy
9,1.5981603921254477,1.6262235988116434,0.39094444444444443,0.37210575739542645,0.0001,16,32,0.1,0.0001,cross_entropy
10,1.590063735961914,1.627736435714343,0.394,0.37412651231948363,0.0001,16,32,0.1,0.0001,cross_entropy
11,1.581880635049608,1.6335976876265614,0.3954166666666667,0.37207968311106904,0.0001,16,32,0.1,0.0001,cross_entropy
12,1.573664659606086,1.6270100613857836,0.4003333333333333,0.3756779307592,0.0001,16,32,0.1,0.0001,cross_entropy
